gene	pwy	trn	transport	enzyme	BP_GO	Y-ome
EG10244	0	0	0	0	1	0
G6699	0	0	0	0	1	1
EG11500	0	0	0	0	1	0
G6527	0	0	0	0	1	0
EG10829	0	1	0	1	1	0
G6425	1	0	0	1	0	0
EG10239	0	1	0	0	1	0
G6287	0	0	0	0	1	1
EG11412	0	0	0	0	1	0
G6103	0	1	0	1	1	0
EG10764	0	1	0	0	1	0
EG10236	0	0	0	0	1	0
EG10746	0	1	0	1	1	0
G0-10448	0	0	0	0	0	1
G6115	0	1	0	1	1	0
EG12444	0	1	0	0	1	1
EG11056	0	1	0	1	1	0
EG12269	0	0	0	0	0	1
EG10490	0	1	0	0	1	0
EG12016	0	0	0	0	1	1
EG12197	0	1	0	0	1	0
EG11916	0	0	0	0	0	1
EG11013	0	1	0	0	1	0
EG11685	0	0	0	1	1	0
EG11722	0	1	0	0	1	1
EG10245	0	0	0	0	1	0
EG11245	1	0	0	1	1	0
EG11524	0	0	0	0	1	1
EG11505	0	1	0	0	1	0
EG10759	1	1	0	1	1	0
EG11309	0	0	0	1	1	0
EG10833	0	1	0	0	1	0
EG10688	1	1	0	1	1	0
EG11182	0	1	0	0	0	1
EG10242	0	1	0	0	1	0
G7293	1	0	0	1	1	0
G7731	0	0	0	0	1	1
EG11413	0	0	0	0	1	0
EG10368	1	1	0	1	1	0
EG11117	0	1	0	0	0	1
EG10765	0	1	0	0	1	0
EG11699	1	1	0	1	1	0
G7616	0	0	0	1	0	0
EG10237	0	0	0	0	1	0
EG10258	1	1	0	1	1	0
EG10218	0	0	0	0	1	0
EG10747	0	1	0	1	1	0
EG11447	0	0	0	0	1	0
G7499	0	0	0	0	0	1
EG10948	1	0	0	1	1	0
EG10204	0	0	0	1	1	0
G7417	0	1	0	0	1	1
EG10702	1	1	0	1	1	0
G7313	0	0	0	0	1	0
G7236	0	1	0	1	1	0
EG11057	0	1	0	1	1	0
G7502	1	0	0	1	1	0
G7058	0	1	0	1	1	0
EG10686	0	0	0	0	1	0
EG10374	0	0	0	1	1	0
G6981	0	0	0	0	0	1
EG12690	0	1	0	0	1	0
EG12164	0	0	0	0	1	1
G6865	0	0	0	0	1	1
EG11014	0	0	0	0	1	0
EG10283	1	0	0	1	1	0
G6652	1	1	0	1	1	1
EG10423	0	1	0	0	1	0
EG11517	1	1	0	1	1	0
G6505	0	0	0	0	0	1
G6457	0	1	0	1	1	0
EG11239	1	0	0	1	1	0
G6405	0	0	0	0	0	1
EG10703	1	1	0	1	1	0
EG10724	1	1	0	1	1	0
G6258	0	0	0	0	0	1
EG10576	1	1	0	1	1	0
G7072	0	1	0	0	1	0
EG12409	0	1	0	0	0	1
G7040	0	1	0	0	0	1
G6755	1	1	0	1	1	0
EG10367	1	1	0	1	1	0
G0-10652	0	0	0	0	0	1
EG12191	1	1	0	0	1	0
G0-10438	0	0	0	0	0	1
G6521	0	1	0	1	1	1
EG12379	0	1	0	0	0	1
EG11602	1	0	0	1	1	0
EG12256	0	0	0	0	1	1
G6518	0	1	0	0	1	0
EG11995	0	0	0	0	0	1
EG10642	0	1	1	0	1	0
EG11860	0	0	0	0	0	1
G7506	0	0	0	0	0	1
EG11712	0	1	0	0	1	1
EG12345	1	0	0	1	1	0
EG11515	0	1	0	0	1	1
G6522	1	1	0	1	1	0
G7951	0	0	0	0	1	1
EG12153	0	1	1	0	1	0
EG11267	0	0	0	0	1	1
G6519	1	1	0	1	1	1
G7839	0	0	0	0	0	1
EG10898	0	1	0	0	1	0
EG11166	0	1	0	1	1	0
EG10654	0	1	1	0	1	0
G7697	0	0	0	0	0	1
G7596	1	1	0	1	1	0
EG11099	0	0	0	0	0	1
G6944	1	1	0	1	1	0
G7612	0	0	0	0	0	1
G6523	1	1	0	1	1	0
EG10015	0	0	0	0	1	0
EG12188	0	0	0	0	1	0
G7495	0	0	0	0	1	1
G6520	1	1	0	1	1	1
G7384	0	0	0	0	0	1
EG11600	1	0	0	1	1	0
G7192	0	0	0	0	0	0
EG10003	0	0	1	0	1	0
G7024	0	0	0	0	0	1
EG10395	1	1	0	1	1	0
G6966	0	1	0	0	1	1
G6477	1	1	0	1	1	0
G6948	0	0	0	0	1	1
EG10195	0	1	1	0	1	0
G6808	0	0	0	0	1	1
G7455	0	0	0	0	1	0
G6630	0	1	0	0	0	1
EG10190	1	1	0	1	1	0
G6496	0	0	0	0	0	1
EG10185	1	1	0	1	1	0
G6394	0	1	0	0	0	1
EG11601	0	0	0	0	0	1
G6240	0	0	0	0	1	0
G6906	1	1	0	1	1	0
G0-9541	0	1	0	0	0	1
EG10929	0	0	1	0	1	0
G6479	1	1	0	1	1	0
G0-10648	0	0	0	0	0	1
EG10197	0	1	1	0	1	0
EG12875	0	0	0	0	1	1
G7663	1	0	0	1	1	0
EG10191	1	1	0	1	1	0
EG12342	0	0	0	0	1	1
EG11569	0	0	1	0	1	0
EG12358	0	1	1	0	1	0
EG12224	0	0	0	0	0	1
EG12691	0	0	0	0	1	0
EG10186	1	1	0	1	1	0
EG11951	0	1	0	0	0	1
EG10855	0	0	1	0	1	0
G6952	1	0	0	1	0	0
EG11839	0	1	0	0	0	1
G6637	0	0	0	0	1	0
EG11705	0	0	0	0	0	1
EG11651	0	0	0	0	0	1
EG10089	0	0	0	0	0	0
EG11361	0	0	0	0	1	1
EG11467	0	1	0	0	1	1
G6788	0	1	0	0	0	1
G7927	0	0	0	0	0	1
EG10198	0	1	1	0	1	0
EG11251	0	1	0	0	0	1
EG10194	1	1	0	1	1	0
G7834	0	0	0	0	1	1
EG10189	1	1	0	1	1	0
EG11157	0	1	0	1	1	0
EG11955	0	0	0	1	1	0
G7690	0	0	0	0	0	1
EG10183	0	1	1	0	1	0
EG10951	0	1	0	0	0	1
EG10755	1	0	0	1	1	0
G7605	0	0	0	0	0	1
EG10610	0	1	0	0	1	1
EG10715	0	1	0	0	1	1
G7466	0	1	0	0	1	1
G6751	0	1	0	1	1	0
EG10734	0	1	1	0	1	0
G7338	0	0	0	0	1	1
G6528	0	1	1	1	1	0
EG11510	0	1	0	1	1	0
G7177	0	1	0	0	0	1
EG11926	0	1	0	0	1	1
EG10727	1	1	0	1	1	0
G7005	0	0	0	0	0	0
EG11923	0	1	0	0	1	1
EG11049	0	1	1	0	1	0
G6915	0	1	0	0	0	1
G6529	0	1	1	1	1	0
EG10722	1	1	0	1	1	0
G6769	0	0	0	0	0	1
EG12259	0	1	0	1	1	0
EG11046	0	1	1	0	1	0
G6616	0	0	0	0	0	1
EG11924	0	1	0	0	1	1
EG10719	1	1	0	1	1	0
G6471	0	0	0	0	1	1
EG10609	0	1	0	0	1	0
EG10782	0	1	1	0	1	0
G6363	0	0	0	0	0	1
G6530	0	1	0	1	1	0
EG10716	1	1	0	1	1	0
G6207	0	0	0	0	0	1
EG12260	0	0	0	1	1	0
G6476	0	1	1	0	1	0
EG11925	0	1	0	0	1	1
EG10735	0	1	0	0	1	0
